HOSPCODE|HID|HOUSE_ID|HOUSETYPE|ROOMNO|CONDO|HOUSE|SOISUB|SOIMAIN|ROAD|VILLANAME|VILLAGE|TAMBON|AMPUR|CHANGWAT|TELEPHONE|LATITUDE|LONGITUDE|NFAMILY|LOCATYPE|VHVID|HEADID|TOILET|WATER|WATERTYPE|GARBAGE|HOUSING|DURABILITY|CLEANLINESS|VENTILATION|LIGHT|WATERTM|MFOOD|BCONTROL|ACONTROL|CHEMICAL|OUTDATE|D_UPDATE
10823|7540||1|||104/20*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7544||1|||90/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7547||1|||93/7|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7551||1|||79/6|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7566||1|||31/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7593||1|||351|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7631||1|||147|||||02|03|07|20||||1||000000|000000||||||||||||||||20110330133133
10823|7638||1|||126/128|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7652||1|||2/9|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7658||1|||112/70|||||02|03|07|20||||1||000000|000000||||||||||||||||20110405101814
10823|7715||1|||888/6|||||02|03|07|20||||1||000000|000000||||||||||||||||20110419140556
10823|7718||1|||10/64|||||02|03|07|20||||1||000000|000000||||||||||||||||20110419140556
10823|7744||1|||121/130|||||02|03|07|20||||1||000000|000000||||||||||||||||20110419140556
10823|7746||1|||ชุมชนบ้านทุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110419140556
10823|7780||1|||100/16|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7807||1|||117/7|||||02|03|07|20||||1||000000|000000||||||||||||||||20110422100633
10823|7832||1|||2/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7836||1|||114/36|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7841||1|||ฝึกงาน บ.ซัมมิทฮาเน็ต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7858||1|||147/272|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7891||1|||90/12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7914||1|||229/6|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7916||1|||29/47|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7926||1|||ตลาดบ้านทุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7937||1|||บ.ประสิทธิ์ผล|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7944||1|||บ.ซีเคซี|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7949||1|||105/7|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7951||1|||บ.ซิเลสติก้า|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7970||1|||220/143|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|7987||1|||118/18|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8022||1|||144/33|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8045||1|||6/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8051||1|||114/17|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8053||1|||114/20|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8067||1|||114/84|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8090||1|||อยู่แถวตลาดบ้านทุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8095||1|||18|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8116||1|||193/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110428162130
10823|8120||1|||10/42|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8142||1|||112/37|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8144||1|||137/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8146||1|||4/67|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8154||1|||13/14|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8160||1|||114/17*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8164||1|||UVอพราท์เม้น|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8170||1|||แค้มคนงาน บ.ชิโนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8180||1|||144/94|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8202||1|||4/24*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8211||1|||บ.มัลติแบค|||||02|03|07|20||||1||000000|000000||||||||||||||||20110503142420
10823|8216||1|||122|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8221||1|||87/18-19|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8227||1|||52/9|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8236||1|||บ.อีพีอี|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8271||1|||147/13|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8276||1|||บ.ชิโนไทย|||||02|03|07|20||||1||000000|130717||||||||||||||||20110601121536
10823|8320||1|||165/7|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8328||1|||151|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8334||1|||24|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8339||1|||112/113|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8340||1|||บ.เมธาสิริ ก่อสร้างรร.บุญจิต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8350||1|||104/52|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8374||1|||บ.ยูนีไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8386||1|||บ.ชิโนทัย|||.||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8390||1|||23/3|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8402||1|||11|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8406||1|||114/144|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8407||1|||23/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8428||1|||บ.ซัมมิทโอโต้ซีส|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8435||1|||250/3|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8436||1|||แค้มป์บ.สว๊อต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8444||1|||184|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8452||1|||111/8|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8461||1|||13/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8470||1|||91/3*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8491||1|||97/12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8528||1|||4/1|||||02|03|07|20||||1|1|000000|000000||||||||||||||||20130213123821
10823|8531||1|||หอพักคริสตัล|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8539||1|||10/41*|||3||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8540||1|||114/92*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8566||1|||144/78|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8573||1|||112/14|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8578||1|||114/94|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8585||1|||114/43|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8588||1|||101/139|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8591||1|||114/166|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8607||1|||90/11|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8632||1|||223/119|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8636||1|||118/85*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8640||1|||บ.ยูนิโซ|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8644||1|||142/34|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8654||1|||118/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8657||1|||165|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8668||1|||49/22|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8676||1|||แครมชิโนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8692||1|||114/115*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8699||1|||30*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8704||1|||148/10*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8706||1|||12/1*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8725||1|||118/8|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8742||1|||บ.สยามคอมเพรสเซอร์87/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8748||1|||888/11|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8753||1|||1414|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8754||1|||114/129|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8786||1|||189|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8814||1|||แค็มป์บ.ชิโนไท|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8816||1|||บ.ชชิโนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8822||1|||128/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110601121536
10823|8834||1|||8|||||02|03|07|20||||1||000000|155120||||||||||||||||20110601145359
10823|8862||1|||21/13|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8873||1|||บ.มิตซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8896||1|||112/21|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8901||1|||บ.ซีวิล 9 96/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8917||1|||118/59|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8929||1|||69/9|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8957||1|||บ.ดามัวส์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8958||1|||ร้านประการังแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8968||1|||40|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8971||1|||277/39|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8975||1|||4/9*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8981||1|||102/9|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|8985||1|||115/33*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9017||1|||110/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9019||1|||บ้านพัก บ.ช.ทวีก่อสร้าง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9024||1|||139/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9045||1|||117/24|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9060||1|||2/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9081||1|||58|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9082||1|||บ.เอส.ที.บี|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9085||1|||162/9|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9090||1|||105/12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9096||1|||114/86*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9097||1|||แค้มคนงานบ.ชิโนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9103||1|||63|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9106||1|||11/4|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9114||1|||บ.ไทออย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9116||1|||อยู่ใกล้ตลาดบ้านทุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9125||1|||ชุมชนบ้านแหลม|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9132||1|||บ.ซูไก|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9134||1|||220/46|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9164||1|||97/8|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9175||1|||126*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9182||1|||199/12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9190||1|||127/21|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9204||1|||10/37-40|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9205||1|||199/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9212||1|||95/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9237||1|||122/48|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9238||1|||บ.ฟูจิซึ|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9248||1|||บ้านพักพนักงานท่าเรือแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9258||1|||191|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9261||1|||บ.ริดทา|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9262||1|||117/20|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9276||1|||211|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9281||1|||49/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9285||1|||81/36|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9322||1|||4/68*|||||02|03|07|20||||1|1|000000|000000||||||||||||||||20131017175038
10823|9335||1|||176/6|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9369||1|||ห้องเช่าซ.10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9392||1|||118/75|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9398||1|||10/54-55|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9399||1|||ก่อสร้างหลังร.ร.บุญจิต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9409||1|||รร.วัดบ้านนา|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9412||1|||126/3|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9420||1|||ร.ร.วัดแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9421||1|||ร.ร.วักแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9432||1|||64|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9453||1|||69/33|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9471||1|||112/31|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9484||1|||บ.มิชชู|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9486||1|||แคมป์คนงานก่อสร้างบ.มิซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9494||1|||127*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9496||1|||114/80|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9509||1|||สำนักงานศุลกากร|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9524||1|||ตู้ปณ.55|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9532||1|||222|||||02|03|07|20||||1||000000|000000||||||||||||||||20110703095129
10823|9547||1|||4/57|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9563||1|||11/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9588||1|||บ้านเช่า|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9589||1|||บ.อิตาเลียนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9596||1|||บ.ไทยออยล์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9609||1|||บ.โชว์ดาวอยู่ท่าเรือโรง4|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9611||1|||96/18|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9632||1|||บ.VLท่าเรือแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9642||1|||105|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9649||1|||140/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9653||1|||221|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9657||1|||แค้มป์คนงานบ.มิซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9658||1|||แค้มป์คนงานบ.ชาญครแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9665||1|||แค้มป์คนงานบ.มิตซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9687||1|||114/125|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9700||1|||48/19|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9702||1|||4/69|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9710||1|||บ.ศรีราชากรีนพอยล์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9721||1|||403/14|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9756||1|||แค้มป์อิตาเลี่ยนไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9767||1|||บ.สมาทคอน|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9768||1|||บ.สมาทคอมฃ|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9781||1|||บ.ยินิไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9782||1|||บ.ยูนิไทย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9783||1|||146/51|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9784||1|||110*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9795||1|||ร.ร.บุญจิตวิทยา 12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9796||1|||216/38|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9806||1|||251|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9808||1|||ร.รบุญจิตวิทยา|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9811||1|||แค้มป์พักคนงานแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9838||1|||211/76|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9840||1|||4/50|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9848||1|||61/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9868||1|||5/5|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9871||1|||42*|||||02|03|07|20||||1|1|000000|000000||||||||||||||||20131021104605
10823|9877||1|||888/12|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9881||1|||ร.ร.บุญจิต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9882||1|||12*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9883||1|||ร.ร.บุญจิตร|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9884||1|||4/80|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9887||1|||รปพ.บ.BBS|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9896||1|||2/8|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9897||1|||114/145|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9912||1|||90/21|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9940||1|||อยู่ใหล้ตลาดบ้านทุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9955||1|||112/75|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9968||1|||A1 ตลาดเกษตรรวมใจ|||||02|03|07|20||||1||000000|000000||||||||||||||||20110801151351
10823|9993||1|||รับตั้วเวทีจัดงานสวนสุขภาพไทออย|||||02|03|07|20||||1||000000|000000||||||||||||||||20110802085041
10823|10000||1|||165/114|||||02|03|07|20||||1||000000|000000||||||||||||||||20110802085041
10823|10011||1|||149/29|||||02|03|07|20||||1||000000|000000||||||||||||||||20110804101347
10823|10015||1|||30|||||02|03|07|20||||1||000000|000000||||||||||||||||20110804101347
10823|10025||1|||112/20|||||02|03|07|20||||1||000000|000000||||||||||||||||20110804101347
10823|10050||1|||42/1*|||||02|03|07|20||||1|1|000000|000000||||||||||||||||20131021104742
10823|10065||1|||114/12-1-2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110805162557
10823|10076||1|||1449/14|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10081||1|||อยู่ตรงข้ามเพ็รชรุ่ง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10092||1|||บ.ฟิลฟิงเกอร์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10093||1|||บ.บิลฟิงเกอร์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10108||1|||บ้านพักพนักงานอิตาเลี่ยนไทยJ1832|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10120||1|||112/63*|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10128||1|||145/2|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10133||1|||บ.แทนเจ้น|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10135||1|||103/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10143||1|||10/32|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10159||1|||126/6 หอพักเยื้ยมเยียน|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10176||1|||118/3|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10185||1|||55/59|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10206||1|||86/6|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10207||1|||107/24|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10247||1|||179/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10254||1|||114/10|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10255||1|||118/85|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10260||1|||บ.วี.แอล.เอ็นเตอร์ไพรส์|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10278||1|||149|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10288||8|||1|||||02|03|07|20||||1|1|000000|000000||||||||||||||||20130913124414
10823|10315||1|||4/24|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10325||1|||114/54|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10330||1|||181/275|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10333||1|||90/5|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10334||1|||93/13|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10342||1|||413/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10351||1|||บ.ชาญนคร|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10359||1|||บ.PUY LLYD|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10360||1|||บ.เอสพีบี|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10362||1|||119/25|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10364||1|||รปพ.เมทโซแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10366||1|||114/185|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10371||1|||ทำงานก่อสร้างมิตซูมิชิแหลมฉบัง|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10410||1|||แค้มก้อสร้างบ.ซัมมิต|||||02|03|07|20||||1||000000|000000||||||||||||||||20110904092513
10823|10433||1|||บ.อาซาฮี|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10442||1|||104/19|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10443||1|||222/63|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10452||1|||บ.USเทค|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10470||1|||182/1|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10475||1|||บ.KRC|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10478||1|||บ.สวอทคอน|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10480||1|||บริษทเวลเทค|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10481||1|||บ.ยูนิไท|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10488||1|||114/133|||||02|03|07|20||||1||000000|000000||||||||||||||||20110909124804
10823|10506||1|||114/63|||||02|03|07|20||||1||000000|000000||||||||||||||||20111002104950
10823|10526||1|||แคมป์ชิโนทัย|||||02|03|07|20||||1||000000|000000||||||||||||||||20111002104950
10823|10543||1|||บ.อาซาฮี มิตซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20111002104950
10823|10551||1|||ทำงานอยู่บ.มิซูบิชิ|||||02|03|07|20||||1||000000|000000||||||||||||||||20111002104950
10823|10552||1|||แค้มก่อสร้างบ.มิตซู|||||02|03|07|20||||1||000000|000000||||||||||||||||20111002104950
